Id,SalePrice
1790,75411.22
1791,179707.06
1792,156712.5
1793,130394.42
1794,133145.36
1795,139581.75
1796,138144.25
1797,110729.82
1798,124234.08
1799,111737.72
1800,134430.14
1801,140049.39
1802,149599.38
1803,154908.5
1804,130309.8
1805,127813.15
1806,122213.9
1807,144529.74
1808,130076.76
1809,137051.13
1810,147283.67
1811,119261.5
1812,122577.83
1813,123221.34
1814,85058.52
1815,58361.1
1816,101256.36
1817,111811.79
1818,140158.0
1819,122491.24
1820,72739.26
1821,124290.75
1822,146099.47
1823,70685.76
1824,147763.0
1825,151976.45
1826,105807.59
1827,111097.81
1828,144159.9
1829,105183.23
1830,135624.75
1831,190112.08
1832,118880.06
1833,140537.5
1834,136660.08
1835,170493.56
1836,132786.0
1837,88435.4
1838,138992.15
1839,82495.0
1840,163634.8
1841,133339.02
1842,93856.0
1843,139683.75
1844,136016.5
1845,161283.15
1846,146823.5
1847,167382.61
1848,65803.99
1849,133842.62
1850,124370.98
1851,160921.32
1852,123135.3
1853,123270.03
1854,160641.5
1855,165687.27
1856,219143.58
1857,171490.76
1858,143342.4
1859,124033.34
1860,141192.85
1861,125960.44
1862,290759.39
1863,282121.28
1864,282121.28
1865,330747.12
1866,336609.7
1867,254732.96
1868,283501.21
1869,191338.69
1870,227884.45
1871,250785.26
1872,169673.96
1873,216292.08
1874,130858.0
1875,200239.53
1876,191810.4
1877,192049.01
1878,226286.92
1879,131554.0
1880,126136.5
1881,225398.02
1882,280771.73
1883,200452.75
1884,217791.78
1885,260256.21
1886,273325.57
1887,186539.41
1888,265163.36
1889,166133.37
1890,127766.84
1891,134194.5
1892,112667.34
1893,130132.0
1894,125935.8
1895,146095.0
1896,129292.59
1897,125536.37
1898,120247.08
1899,139542.9
1900,148947.45
1901,154097.91
1902,130453.86
1903,242471.11
1904,125187.5
1905,178003.22
1906,159746.28
1907,193073.54
1908,111798.5
1909,123995.82
1910,121649.82
1911,194417.0
1912,267081.04
1913,143036.94
1914,76327.0
1915,336085.95
1916,75389.76
1917,262487.57
1918,134944.0
1919,162770.5
1920,162844.12
1921,376319.27
1922,293865.4
1923,209336.42
1924,211717.28
1925,232073.81
1926,361946.12
1927,134866.5
1928,157099.46
1929,124846.0
1930,138070.87
1931,129638.1
1932,137844.49
1933,160422.0
1934,176528.31
1935,177785.36
1936,186166.17
1937,192461.98
1938,165235.19
1939,270894.31
1940,192310.7
1941,178931.02
1942,190075.35
1943,198269.26
1944,307034.94
1945,340255.33
1946,161749.2
1947,325474.57
1948,167023.5
1949,242021.44
1950,172804.7
1951,256448.15
1952,235777.0
1953,157838.67
1954,238933.34
1955,128580.0
1956,277626.92
1957,178716.32
1958,287233.51
1959,144483.56
1960,117774.67
1961,118135.5
1962,89495.0
1963,101441.0
1964,111001.24
1965,144237.08
1966,138348.04
1967,264413.63
1968,362384.87
1969,351051.34
1970,406473.11
1971,425922.95
1972,346893.81
1973,271366.46
1974,291516.88
1975,433634.08
1976,264945.89
1977,348667.44
1978,365786.67
1979,340231.51
1980,197617.89
1981,329500.93
1982,210176.04
1983,205915.58
1984,166210.25
1985,190977.54
1986,200440.16
1987,190674.98
1988,183416.6
1989,194111.25
1990,219394.34
1991,213139.05
1992,214673.65
1993,173156.13
1994,255992.11
1995,189321.55
1996,262908.0
1997,332781.46
1998,321538.78
1999,239233.15
2000,301625.61
2001,261483.8
2002,227278.9
2003,253510.62
2004,247283.1
2005,231336.32
2006,230050.1
2007,264294.74
2008,218679.39
2009,192392.0
2010,193966.55
2011,159114.68
2012,181476.82
2013,180774.32
2014,190131.32
2015,193817.96
2016,187314.0
2017,207644.1
2018,122946.86
2019,128596.0
2020,116353.5
2021,113236.36
2022,179939.62
2023,150980.96
2024,221295.74
2025,404686.65
2026,172015.53
2027,150068.62
2028,156073.62
2029,170692.64
2030,292540.56
2031,268198.51
2032,281683.26
2033,274526.54
2034,165811.25
2035,209458.35
2036,195112.38
2037,195097.38
2038,365833.73
2039,213175.12
2040,402891.09
2041,282515.36
2042,211456.74
2043,158457.46
2044,172587.0
2045,223455.56
2046,129671.61
2047,143764.49
2048,131438.0
2049,131610.16
2050,180494.05
2051,123334.08
2052,132888.75
2053,137668.0
2054,68846.33
2055,144896.0
2056,147010.53
2057,115317.3
2058,226263.25
2059,121903.77
2060,155628.43
2061,175448.7
2062,131798.0
2063,114868.77
2064,126374.75
2065,116720.94
2066,188619.44
2067,150885.06
2068,138457.02
2069,96214.37
2070,112604.78
2071,90334.5
2072,135974.87
2073,126845.51
2074,175028.67
2075,145498.0
2076,118665.0
2077,143209.0
2078,124210.5
2079,121302.0
2080,121845.25
2081,122665.43
2082,133216.03
2083,140701.92
2084,115424.93
2085,126361.25
2086,142651.12
2087,131199.09
2088,121739.58
2089,88035.93
2090,139968.34
2091,125991.92
2092,132785.87
2093,138979.24
2094,144709.52
2095,144490.75
2096,103135.8
2097,103830.1
2098,138606.0
2099,62537.22
2100,136571.02
2101,135606.88
2102,148024.94
2103,108411.5
2104,129656.06
2105,138265.52
2106,89287.87
2107,247361.99
2108,126123.75
2109,127539.64
2110,123017.77
2111,166299.65
2112,141442.96
2113,120389.5
2114,119608.01
2115,153414.59
2116,112840.5
2117,149074.99
2118,121825.5
2119,106987.6
2120,113621.64
2121,94410.47
2122,73734.76
2123,112530.36
2124,200825.33
2125,124609.0
2126,145536.49
2127,152775.62
2128,133558.01
2129,97914.0
2130,149429.37
2131,163334.5
2132,118749.02
2133,112025.95
2134,120052.0
2135,104950.0
2136,94948.0
2137,123974.0
2138,134185.3
2139,147546.62
2140,134355.68
2141,138871.0
2142,131535.05
2143,131497.86
2144,111090.84
2145,133457.0
2146,168064.5
2147,147500.64
2148,125613.0
2149,130972.5
2150,225748.8
2151,129382.47
2152,163333.73
2153,153174.53
2154,118967.0
2155,145133.57
2156,219328.14
2157,220200.34
2158,253512.9
2159,231128.39
2160,172816.26
2161,265555.48
2162,427644.98
2163,353386.56
2164,258579.83
2165,176563.5
2166,132838.5
2167,188030.61
2168,203550.0
2169,187347.5
2170,218429.86
2171,149077.25
2172,133474.75
2173,162057.55
2174,252258.31
2175,304946.0
2176,277787.76
2177,260952.86
2178,222695.32
2179,140835.04
2180,190729.3
2181,190083.17
2182,222133.88
2183,193438.21
2184,136807.25
2185,136381.5
2186,131424.87
2187,144572.62
2188,156951.15
2189,219111.98
2190,97873.27
2191,100254.27
2192,101389.19
2193,116195.5
2194,124085.25
2195,106406.46
2196,121342.64
2197,107789.17
2198,145510.65
2199,169896.55
2200,126646.04
2201,128781.05
2202,190764.48
2203,143088.32
2204,164062.6
2205,111901.5
2206,120239.5
2207,209663.0
2208,253281.9
2209,172098.0
2210,109518.5
2211,115729.25
2212,118680.5
2213,115943.28
2214,154703.82
2215,111921.5
2216,138882.05
2217,90157.93
2218,110280.38
2219,85953.53
2220,71081.0
2221,335100.41
2222,217677.52
2223,264396.37
2224,207480.5
2225,147431.83
2226,178728.39
2227,203241.6
2228,245846.84
2229,236371.15
2230,157839.72
2231,201527.65
2232,184548.48
2233,171689.66
2234,248537.73
2235,195632.93
2236,269126.49
2237,312734.39
2238,192343.59
2239,127633.25
2240,166558.0
2241,134976.68
2242,126384.1
2243,136237.21
2244,92351.0
2245,86156.0
2246,131928.84
2247,111581.83
2248,124972.0
2249,129957.5
2250,124329.5
2251,140525.81
2252,181510.2
2253,164585.06
2254,182570.1
2255,183983.1
2256,181513.65
2257,205198.03
2258,176223.43
2259,185252.1
2260,144511.5
2261,185726.34
2262,196458.02
2263,309390.44
2264,427698.25
2265,164987.08
2266,287827.74
2267,378039.5
2268,387783.87
2269,165380.45
2270,177524.68
2271,208032.64
2272,207338.8
2273,163538.32
2274,174385.04
2275,159543.12
2276,157789.32
2277,173990.5
2278,155102.71
2279,126207.6
2280,123885.16
2281,176247.33
2282,173235.77
2283,99755.0
2284,109288.91
2285,139390.07
2286,124935.0
2287,341337.44
2288,256272.15
2289,360498.78
2290,400470.75
2291,309056.5
2292,408547.83
2293,414676.14
2294,399719.71
2295,429053.75
2296,337749.62
2297,280246.21
2298,343718.78
2299,374729.2
2300,305278.63
2301,250449.11
2302,230126.77
2303,249868.98
2304,241620.35
2305,176026.57
2306,176481.99
2307,184550.79
2308,235207.94
2309,292511.68
2310,212008.3
2311,180610.63
2312,177391.45
2313,175489.42
2314,182396.09
2315,172582.87
2316,197100.5
2317,176536.09
2318,175957.02
2319,181585.68
2320,184526.27
2321,249305.26
2322,175592.32
2323,173628.97
2324,164877.64
2325,225262.83
2326,164735.64
2327,213040.99
2328,227295.14
2329,181273.32
2330,182276.35
2331,338927.73
2332,410584.07
2333,313909.31
2334,254190.47
2335,261222.18
2336,299408.8
2337,205118.22
2338,258500.17
2339,254068.97
2340,361869.34
2341,236296.79
2342,243605.32
2343,223843.28
2344,241146.23
2345,235550.85
2346,223901.8
2347,197846.51
2348,232362.23
2349,165638.73
2350,250528.49
2351,268054.05
2352,258372.15
2353,215895.48
2354,138687.4
2355,169534.22
2356,129845.25
2357,221229.39
2358,198849.8
2359,138681.48
2360,121117.0
2361,128856.5
2362,277125.49
2363,126339.93
2364,150521.82
2365,209362.11
2366,193529.16
2367,234227.17
2368,188223.03
2369,231249.76
2370,169358.08
2371,172805.96
2372,190534.63
2373,266399.93
2374,285367.56
2375,260205.48
2376,241030.18
2377,337652.36
2378,151199.5
2379,184129.14
2380,138657.09
2381,156495.0
2382,209497.82
2383,221822.42
2384,249131.5
2385,148869.5
2386,139693.25
2387,130464.25
2388,109453.3
2389,121480.3
2390,145049.75
2391,124620.83
2392,119837.93
2393,161717.76
2394,135764.5
2395,212667.4
2396,155278.5
2397,200331.44
2398,120502.75
2399,63508.66
2400,59476.72
2401,121776.5
2402,129906.84
2403,133335.42
2404,159198.75
2405,157476.5
2406,133761.0
2407,122499.74
2408,135415.0
2409,128592.0
2410,156652.0
2411,116208.0
2412,156769.82
2413,130793.25
2414,135234.0
2415,129737.76
2416,121530.65
2417,127571.68
2418,129547.5
2419,129875.0
2420,120753.5
2421,149451.74
2422,113433.45
2423,132603.82
2424,157971.67
2425,185253.85
2426,108864.78
2427,138678.84
2428,180447.47
2429,117602.43
2430,130853.33
2431,105703.09
2432,127732.0
2433,137084.96
2434,138319.37
2435,147888.0
2436,120318.5
2437,110656.97
2438,119001.98
2439,109948.55
2440,115028.76
2441,102980.03
2442,106569.1
2443,119122.22
2444,118432.84
2445,100538.1
2446,124446.87
2447,198600.97
2448,159983.07
2449,108131.84
2450,146889.04
2451,128535.79
2452,250065.98
2453,118179.67
2454,142917.87
2455,113023.3
2456,132359.5
2457,120646.54
2458,120575.0
2459,106441.5
2460,132558.32
2461,124573.04
2462,144748.58
2463,115509.52
2464,176152.31
2465,115843.06
2466,113188.0
2467,146607.51
2468,100965.8
2469,100253.39
2470,190262.16
2471,226712.43
2472,172816.5
2473,111484.08
2474,108173.82
2475,254059.58
2476,117473.29
2477,127976.0
2478,157647.42
2479,101216.17
2480,141608.0
2481,119820.59
2482,127484.5
2483,120134.93
2484,119376.0
2485,123065.5
2486,147456.14
2487,182640.04
2488,149806.29
2489,149050.47
2490,146893.5
2491,103304.1
2492,193321.22
2493,147787.82
2494,163236.1
2495,121594.46
2496,233837.42
2497,154711.0
2498,115084.5
2499,113665.32
2500,126712.1
2501,125782.36
2502,148118.6
2503,104849.52
2504,197869.94
2505,233737.72
2506,267363.77
2507,322988.96
2508,273178.55
2509,232847.3
2510,243135.87
2511,189979.55
2512,216581.04
2513,209257.87
2514,298104.93
2515,132146.0
2516,159473.34
2517,133122.0
2518,129877.5
2519,228195.23
2520,209825.45
2521,199490.3
2522,220965.77
2523,123372.5
2524,132850.1
2525,135406.6
2526,124797.5
2527,115864.59
2528,122177.5
2529,124441.5
2530,126493.75
2531,231942.24
2532,225679.85
2533,201300.73
2534,253623.6
2535,337076.42
2536,244162.64
2537,235505.04
2538,183874.12
2539,185074.11
2540,179129.99
2541,179421.71
2542,160296.86
2543,125103.72
2544,128941.75
2545,127984.95
2546,143502.59
2547,130353.86
2548,154658.38
2549,154570.5
2550,281321.34
2551,134927.5
2552,125717.58
2553,91661.18
2554,120265.26
2555,112808.25
2556,100920.72
2557,114302.24
2558,154496.27
2559,121350.08
2560,126726.5
2561,133875.12
2562,142705.07
2563,148870.34
2564,174624.42
2565,139470.3
2566,149570.64
2567,116937.0
2568,176075.7
2569,180709.93
2570,110143.5
2571,173791.4
2572,181776.68
2573,240373.9
2574,327952.94
2575,119050.76
2576,139195.49
2577,148342.38
2578,97552.9
2579,69115.55
2580,135864.0
2581,121049.34
2582,112774.33
2583,254352.84
2584,167521.91
2585,169051.46
2586,192543.27
2587,198622.46
2588,145893.0
2589,134238.0
2590,221849.13
2591,235544.58
2592,234715.4
2593,249796.44
2594,177104.58
2595,215121.13
2596,314439.12
2597,193173.82
2598,268396.52
2599,343641.04
2600,172046.98
2601,138858.18
2602,84831.59
2603,84200.0
2604,82116.71
2605,83632.59
2606,132087.6
2607,177938.0
2608,196343.1
2609,165877.65
2610,122146.6
2611,156404.22
2612,142515.85
2613,126618.5
2614,125537.83
2615,140264.59
2616,139298.75
2617,154719.94
2618,186231.2
2619,232599.55
2620,185076.27
2621,192998.15
2622,196253.18
2623,288963.38
2624,277276.21
2625,326721.66
2626,159520.54
2627,186408.46
2628,407349.91
2629,598461.42
2630,345688.08
2631,449458.19
2632,422097.05
2633,323289.95
2634,370054.38
2635,140478.25
2636,192097.81
2637,149024.5
2638,271528.85
2639,174857.0
2640,146021.0
2641,101447.59
2642,187234.0
2643,103812.0
2644,118164.34
2645,95728.0
2646,90814.0
2647,102045.0
2648,129302.75
2649,149875.12
2650,145397.66
2651,147859.32
2652,440587.63
2653,265653.37
2654,249428.79
2655,340909.61
2656,343836.05
2657,333539.32
2658,300443.21
2659,308802.01
2660,321766.91
2661,331988.51
2662,333017.95
2663,271998.68
2664,290933.81
2665,300203.97
2666,297403.28
2667,170176.82
2668,178761.07
2669,176574.9
2670,301140.68
2671,183605.06
2672,184235.73
2673,209897.68
2674,215910.74
2675,159584.39
2676,188122.84
2677,191350.2
2678,276807.8
2679,257163.74
2680,266670.83
2681,401827.48
2682,323535.04
2683,534915.26
2684,302227.91
2685,330066.68
2686,274568.14
2687,267571.73
2688,249245.25
2689,214734.86
2690,459798.19
2691,184915.31
2692,136046.84
2693,190408.6
2694,138017.96
2695,196811.4
2696,188619.34
2697,201807.3
2698,196167.5
2699,175861.32
2700,164274.5
2701,152791.48
2702,112738.18
2703,150973.68
2704,141669.0
2705,125752.0
2706,124460.0
2707,123724.43
2708,131680.5
2709,120381.0
2710,124682.5
2711,265605.85
2712,336381.64
2713,156244.9
2714,150372.6
2715,171353.99
2716,150278.67
2717,196545.66
2718,246975.35
2719,150003.34
2720,159894.94
2721,127928.0
2722,153284.85
2723,138490.5
2724,126513.0
2725,128385.5
2726,135696.75
2727,182120.15
2728,169007.7
2729,145968.29
2730,140787.0
2731,112997.5
2732,117516.66
2733,156828.53
2734,153628.27
2735,123523.18
2736,154257.49
2737,118272.82
2738,133930.11
2739,157610.87
2740,137527.0
2741,138003.0
2742,148909.5
2743,142113.75
2744,142429.5
2745,135324.68
2746,124572.76
2747,152777.0
2748,126318.21
2749,130374.5
2750,132270.11
2751,126858.05
2752,267993.76
2753,146362.84
2754,191190.94
2755,125107.0
2756,89876.11
2757,74655.33
2758,73362.26
2759,147122.82
2760,130047.15
2761,146326.25
2762,148993.5
2763,195043.22
2764,168095.5
2765,276725.39
2766,136748.85
2767,97228.39
2768,130087.34
2769,119812.52
2770,140647.04
2771,121337.0
2772,123058.5
2773,149680.02
2774,137125.37
2775,136978.55
2776,133047.57
2777,141298.5
2778,124964.52
2779,118988.81
2780,104371.74
2781,98808.14
2782,100005.08
2783,103312.78
2784,120751.75
2785,140099.86
2786,62396.55
2787,125775.5
2788,73553.76
2789,207621.28
2790,107098.92
2791,118073.65
2792,88676.47
2793,179287.0
2794,105155.0
2795,121472.06
2796,100420.8
2797,201315.24
2798,124171.49
2799,127776.16
2800,89826.16
2801,108990.0
2802,140543.32
2803,163157.44
2804,160387.09
2805,112936.93
2806,91774.73
2807,159576.84
2808,140151.0
2809,133148.93
2810,133345.25
2811,160779.53
2812,135631.0
2813,152190.38
2814,147638.84
2815,109186.5
2816,265862.91
2817,139403.83
2818,124605.5
2819,160069.3
2820,128783.0
2821,122825.5
2822,217180.74
2823,245539.7
2824,169356.55
2825,173804.05
2826,136084.25
2827,144948.98
2828,213403.88
2829,177748.73
2830,230353.11
2831,189795.48
2832,215493.32
2833,255364.11
2834,215612.67
2835,227416.57
2836,186432.95
2837,160655.82
2838,131347.77
2839,185458.95
2840,185711.34
2841,205727.85
2842,207036.68
2843,157670.48
2844,168375.64
2845,123890.0
2846,214056.35
2847,194892.8
2848,225293.59
2849,213432.64
2850,266389.37
2851,250043.3
2852,218207.03
2853,240626.39
2854,138634.5
2855,189445.28
2856,214538.41
2857,186802.27
2858,187836.98
2859,124694.89
2860,130433.0
2861,121551.54
2862,189303.41
2863,134754.5
2864,264833.33
2865,135061.75
2866,134752.75
2867,78690.82
2868,109035.04
2869,125020.53
2870,155292.82
2871,115881.82
2872,55974.32
2873,114917.78
2874,130280.74
2875,121958.0
2876,158819.35
2877,138531.77
2878,161187.1
2879,146251.32
2880,113875.0
2881,162141.82
2882,155035.39
2883,162007.5
2884,179549.91
2885,184918.72
2886,197049.82
2887,110493.07
2888,114195.01
2889,71605.22
2890,71944.26
2891,147191.82
2892,77086.94
2893,128785.5
2894,60077.55
2895,244912.57
2896,263943.78
2897,200925.3
2898,151543.96
2899,239979.05
2900,158294.0
2901,185474.12
2902,182388.86
2903,327669.7
2904,324428.94
2905,151235.48
2906,193704.79
2907,124220.2
2908,129784.0
2909,143541.21
2910,79824.5
2911,85021.59
2912,154036.0
2913,86206.83
2914,83551.0
2915,84286.0
2916,79773.0
2917,150465.25
2918,124362.6
2919,223066.0
